image;id;label;annotator;annotation_id
/data/upload/768_1QiUGEh.png;609;"[{""points"": [[44.48228437987371, 50.923281571035965], [51.518166330864275, 49.97236315270845], [52.382222009056115, 54.141774679221385], [44.97603048169761, 55.09269309754889]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[47.048118289018575, 67.63384408387594], [55.91579827777581, 66.18625366089891], [57.70850808248142, 73.20330011244951], [48.26972788816367, 74.74819374861337]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[42.79326070876692, 51.381933783187236], [44.28684266678422, 51.116408101761934], [48.02079756182746, 75.01371943003868], [46.278285277473955, 75.10222799051377]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[51.704966391603456, 49.96579681558565], [53.14876228435351, 49.700271134160346], [59.12309011642269, 71.9159198134102], [57.87843848474161, 72.80100541816118]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[45.993409012616745, 61.552792920630196], [50.10795986114924, 60.821317214224415], [51.15530007713933, 66.80611844845349], [47.003344220892906, 67.33810078038498]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[45.05828381976845, 55.50149389490967], [48.91099961430342, 55.10250714596106], [50.033149845721375, 60.48882825676724], [45.993409012616745, 61.08730838019015]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[49.098024652873086, 55.03600935446964], [52.46447534712695, 54.437529231046724], [53.92327064797028, 59.89034813334434], [50.22017488429103, 60.48882825676724]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[50.25757989200497, 60.887815005715844], [53.99808066339815, 60.55532604825868], [55.60649599509721, 65.87514936757341], [51.30492010799505, 66.54012728248776]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}]";juliana.arroyavel@udea.edu.co;434
/data/upload/769_yjWgjMu.png;610;"[{""points"": [[44.52620318312166, 50.95894127108295], [51.12308636176053, 49.99170066757118], [52.24523659317849, 54.10247323249621], [45.03627147012982, 55.19061891144695]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[47.09636228786689, 67.92315796577684], [55.44890051038785, 66.53335412360585], [57.1770118667715, 73.262930622539], [48.125000000000014, 74.65273446470997]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[45.944288050277784, 61.70561446132773], [50.01769339032496, 60.827843613640795], [51.29320415337003, 66.89909197680875], [46.84948923695494, 67.63056768321452]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[50.30571194972224, 60.827843613640795], [53.5562071200629, 60.16951547787559], [55.36660949341721, 66.24076384104355], [51.58122271276731, 66.89909197680875]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[45.20366889754194, 55.78066123944094], [49.030201186677154, 54.97603796239458], [49.976547881839636, 60.462105760437915], [45.861997033307134, 61.26672903748426]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[49.194783220618454, 54.97603796239458], [52.280696357017824, 54.46400496791054], [53.47391610309226, 59.803777624672705], [50.22342093275158, 60.38895818979733]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[42.80718512015479, 51.346983499288086], [44.47340819104812, 51.16562588612962], [48.01519057903558, 74.68662865869015], [46.32605844239759, 75.06199135572082]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[51.57542226747235, 50.08013823985632], [53.55386895647369, 49.530569715133716], [58.9755527643018, 72.60037573881299], [57.31492473246957, 73.1908212612422]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}]";juliana.arroyavel@udea.edu.co;435
/data/upload/770_NHqzL54.png;611;"[{""points"": [[44.37888723481636, 50.88952331030367], [51.272537416805434, 49.735429408386224], [52.35450044985305, 54.79145983583411], [44.99715182512928, 55.61581262291801]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[46.936233659883804, 68.03750336280999], [55.390340003756954, 66.55106708256854], [56.94645298463471, 72.99229096361475], [48.07428643694365, 74.80904641724318]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[45.84165465993519, 61.68184716115899], [50.123256272918105, 60.8852701168831], [51.318121839331944, 66.90385222918984], [46.78758990001281, 67.78893783394082]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[50.37218659925432, 60.796761556408], [53.707852972159614, 60.17720163308231], [55.35079312597863, 66.01876662443884], [51.56705216566816, 66.72683510823964]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[45.144649746193785, 56.10580785122776], [49.12753496757323, 55.66326504885226], [50.07347020765086, 60.531235874982706], [45.84165465993519, 61.23930435878349]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[49.37646529390946, 55.66326504885226], [52.512987405745776, 55.22072224647677], [53.65806690689237, 59.82316739118191], [50.32240053398708, 60.2657101935574]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[51.66662429620264, 49.73319149702062], [53.60828084162513, 49.29064869464513], [59.03496195575464, 72.12585729722068], [57.19287754086664, 72.92243434149657]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[42.80470467863335, 51.32634558557241], [44.19871450611616, 51.06081990414712], [47.88288333589217, 74.95813123242385], [46.19220439689975, 75.34941064455575]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}]";juliana.arroyavel@udea.edu.co;436
/data/upload/771_bgSg6mX.png;612;"[{""points"": [[44.4082553268306, 51.09020674666729], [51.793985594280215, 49.892799743139484], [52.58365486815849, 54.31081868719041], [44.87276666440604, 55.343066104024736]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[46.89886357324522, 68.09927663276191], [55.543534906012, 66.57049240637383], [56.991856804695445, 73.49025258897248], [48.120885175259374, 75.01903681536055]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[45.8578822085665, 61.82321507180034], [50.11232778594911, 60.93812946704934], [51.19856920996169, 66.89234171719238], [46.76308339524365, 67.857889649648]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[45.08846119989092, 55.78854049395268], [49.161866539938096, 55.30576652772487], [50.06706772661524, 60.21396851770763], [45.812622149232645, 61.501365760981805]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[49.297646717939664, 55.30576652772487], [52.646891108645114, 54.742530233792415], [53.91417276999313, 60.21396851770763], [50.33862808261839, 60.696742483935445]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[50.38388814195225, 61.259978777867886], [54.00469288866084, 60.777204811640075], [55.45301478734429, 66.08771844014602], [51.51538962529869, 66.89234171719238]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[52.040547957052354, 50.00222816015709], [54.094770796044074, 49.766618372172374], [59.06466476134663, 73.09198738265903], [57.27550293383772, 73.56320695862846]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[42.829677808024954, 51.651496676050094], [44.221248118309674, 51.53369178205773], [47.79957177332751, 75.21247547452145], [46.07667519868929, 75.33028036851383]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}]";juliana.arroyavel@udea.edu.co;437
/data/upload/772_gqP1YWB.png;613;"[{""points"": [[44.45885386156288, 51.08857898129786], [51.578261194778655, 49.822906566503946], [52.39973127168817, 54.30143972654396], [45.06126525129652, 55.46975272481526]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[46.80100794784465, 68.050390845209], [55.37015516958174, 66.35771978906338], [56.832350925671804, 73.06795147592631], [47.78713996939376, 74.88152760751086]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[45.82881942502563, 61.51236032787883], [50.10594029213449, 61.08397889517934], [51.250521932628416, 66.65293752027257], [46.551713092705995, 67.6167957438464]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[50.34690484802795, 61.08397889517934], [53.78064976950971, 60.013025313430646], [55.28667824384381, 65.79617465487362], [51.55172762749523, 66.54584216209771]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[45.22640803529198, 56.15759241913534], [49.26256434650739, 55.622115628260985], [49.985458014187756, 60.548502104305], [45.76857828605226, 60.8697881788296]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[49.32280548548075, 55.51502027008612], [52.69630926798915, 54.658257404687156], [53.78064976950971, 59.4775485225563], [50.22642257008122, 60.65559746247986]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[51.79269218338868, 49.94606164499289], [54.02161432540316, 49.73187092864315], [59.021628860192415, 72.00770542901607], [57.154153552018116, 72.9715636525899]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[42.87700361533077, 51.23120594309132], [44.26254981171815, 51.23120594309132], [47.57581245525319, 75.22056617426216], [46.06978398091908, 75.32766153243703]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}]";juliana.arroyavel@udea.edu.co;438
/data/upload/773_IxIxJkC.png;614;"[{""points"": [[44.50109309354022, 51.08098004427668], [51.79027090931729, 50.11712182070285], [52.573405715971035, 54.50803150587251], [45.10350448327385, 55.364794371271465]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[46.862323956294134, 68.19728728220664], [55.37574111699271, 66.69264175412997], [56.91910914027726, 73.2422752292873], [47.75847313110451, 74.83542931783906]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[45.96617478148376, 61.91317948847461], [50.048632133397696, 60.93958532324852], [51.143925569277044, 66.78115031460506], [46.66317969522516, 67.57772735888095]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[50.34734852500115, 61.116602444198726], [53.683014897906446, 60.320025399922834], [55.17659685592374, 66.42711607270466], [51.34306983034602, 66.78115031460506]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[45.31895593300959, 55.80608881569278], [49.20226902385456, 55.45205457379239], [50.048632133397696, 60.58555108134813], [45.86660265094927, 61.205111004673824]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[49.40141328492354, 55.45205457379239], [52.68729359256158, 54.92100321094179], [53.63322883263921, 59.96599115802243], [50.19799032919942, 60.49704252087303]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[52.04007474408743, 50.40706662671174], [53.83237309370818, 49.78750670338605], [58.81097962043249, 72.1801725035861], [57.21782553188071, 73.1537666688122]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[42.97901086544916, 51.026626550037435], [44.323234627664725, 51.11513511051254], [47.658901000570026, 75.10095499926437], [46.01596084675099, 75.10095499926437]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}]";juliana.arroyavel@udea.edu.co;439
/data/upload/858_kOzyr8G.png;615;"[{""points"": [[48.006520857957646, 51.57691114134995], [56.20161800255543, 52.54415174486173], [55.31749963840796, 57.31990222470111], [47.05439338887574, 55.6272311685555]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[44.146302763404385, 67.21205475498876], [53.310529653317666, 68.20952162736027], [52.82426455303655, 74.52681181904653], [42.72491247027498, 72.99736261474354]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[46.87817921003044, 55.820771228944764], [50.720693638825246, 56.78801183245655], [49.83657527467777, 62.28919276492973], [45.41598345394037, 61.44285723685694]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[45.44686558075935, 61.66351402962381], [49.712891253918514, 62.54282366917996], [48.89019564984675, 67.57280797786362], [44.222297992984196, 66.91332574819648]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[50.93046879787939, 56.746308040828445], [55.10375478249161, 57.57066082791234], [54.26909758556917, 62.18703643558216], [50.219464519019525, 61.912252173220864]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[50.09581160095695, 62.35190699299894], [53.95996529041272, 62.51677755041572], [53.341700700099786, 68.0124627976417], [49.07567502694063, 67.40793742044684]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[56.24914529325414, 52.53292866958126], [57.47330918207372, 52.53292866958126], [54.47952665549934, 74.90505387213791], [52.995691638748326, 74.79514016719341]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[46.44842299375402, 51.365164433317354], [47.91061874984409, 51.48606950875633], [42.58678633081378, 73.1258411701289], [40.82396580471496, 72.53539564769966]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}]";juliana.arroyavel@udea.edu.co;440
/data/upload/859_jQQCIsR.png;616;"[{""points"": [[48.23333667656169, 52.014037047539134], [55.52251449233877, 52.72086641149327], [54.99239246937316, 57.19745238320282], [47.239357883501185, 55.665988761302195]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[47.023440258972315, 56.14538099718206], [50.794854259881134, 56.859820079321445], [50.06593647830343, 61.63480758636327], [45.692429788837174, 60.986880669405316]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[50.91244009975803, 56.84014840087435], [54.876793836716296, 57.6176607012239], [54.002092498823046, 62.541905270104415], [50.215268587852776, 61.877268595256886]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[45.61953801067939, 61.40818573297344], [49.81637987618254, 61.92021872745749], [48.78774216404941, 67.62572923742255], [44.13829970520769, 67.25999138421966]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[50.06325292709448, 62.139661439379225], [53.8897852162297, 63.01743228706616], [52.98458402955256, 68.35720494382834], [49.03461521496136, 67.7720243787037]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[55.74133309806933, 52.84991996802585], [57.5105899629383, 53.06936267994759], [54.52831005123352, 74.8496218395759], [52.67351628029475, 74.57483757721461]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[44.02456430714812, 67.44213146655505], [53.13541425105363, 68.68125131320646], [52.48819540257947, 74.78834198598828], [42.48119628386359, 72.752645095061]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[46.57673305659459, 51.67817043047159], [47.970742884077396, 51.94369611189689], [42.41667202116061, 73.05749861195075], [40.69604166631974, 72.65851186300215]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}]";juliana.arroyavel@udea.edu.co;441
/data/upload/860_6WQXXT6.png;617;"[{""points"": [[48.123505790650796, 51.684776009398796], [56.04656651551089, 52.53111153747159], [55.162448151363414, 56.82324171555508], [47.03536011170005, 55.8560011120433]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[46.97277962714412, 56.10246830599683], [50.90719065640817, 56.75195838066899], [49.95169083501548, 61.94787897804626], [45.59573576690171, 61.248428128399325]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[51.04985246289793, 56.723004144352664], [54.97737827286077, 57.1884886847927], [54.22927811858214, 62.17582304665027], [50.0773222623357, 61.97632967217597]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[45.5661267599211, 61.39156483475931], [49.71915825289467, 62.19812930771775], [48.65472581141825, 67.75101548693172], [44.1003509388716, 67.2546681189573]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[49.91541174438443, 62.33079830353302], [53.948214720607645, 62.593552191454485], [53.161035735294135, 68.66923034343921], [48.81747585556973, 67.81109368018073]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[43.97179424723298, 67.59026239795304], [53.204846351339896, 68.95812196893185], [52.344905223996605, 74.67094723596097], [42.613992467217244, 72.65938904334507]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[56.192010267374485, 52.624269444890835], [57.41403186938864, 52.78519410030011], [54.291087775352466, 74.83187189137024], [52.571205520665885, 74.7514095636656]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[46.68739780726442, 51.41733452932131], [47.90941940927858, 51.578259184730584], [42.387692170547965, 72.90077602645898], [40.758330034529095, 72.2570774048219]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}]";juliana.arroyavel@udea.edu.co;442
/data/upload/861_UAcMzuX.png;618;"[{""points"": [[48.184408594707655, 51.5167615988106], [55.79774941756925, 52.74307153000977], [54.954661339869816, 57.33037905042154], [47.11138740490837, 55.69529914215596]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[44.19535355503142, 67.28762626795503], [53.274569063776674, 68.49667702234476], [52.62848256689968, 74.54193079429332], [42.59713958907252, 72.78880720042824]], ""polygonlabels"": [""ext""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[45.65412589738446, 61.21065699006771], [50.01008096549823, 61.86014706473988], [48.66114004117913, 67.60563618683975], [44.13656735752547, 67.00610688714238]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[50.12249270919149, 61.86014706473988], [54.16499188199081, 62.3097940395129], [53.27002153260272, 68.15520471156235], [48.82975765671901, 67.60563618683975]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[47.05927269355019, 55.814893292791304], [50.909374915044296, 56.76414801731215], [50.06628683734486, 61.66030396484074], [45.738434705154404, 60.9608531151938]], ""polygonlabels"": [""int_a""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[51.07799253058418, 56.81410879228694], [54.81568300838503, 57.51355964193388], [54.138330146120154, 62.059990164639004], [50.23490445288475, 61.66030396484074]], ""polygonlabels"": [""int_b""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[55.994426774788906, 53.15380478709511], [57.30877889784413, 53.34852362014033], [54.40625129276384, 74.76759525511429], [52.92760515432671, 74.76759525511429]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}, {""points"": [[46.71093262727989, 51.271303803894725], [47.98644339032496, 51.563894086457026], [42.459239137189364, 72.81989345564595], [40.79861110535714, 72.41112347857955]], ""polygonlabels"": [""lat""], ""original_width"": 640, ""original_height"": 360}]";juliana.arroyavel@udea.edu.co;443
